,FileName,Label,ClassName
0,C:\Users\91800\Desktop\project1\flowers\daisy\daisy_000001.png,0,daisy
1,C:\Users\91800\Desktop\project1\flowers\daisy\daisy_000002.png,0,daisy
2,C:\Users\91800\Desktop\project1\flowers\daisy\daisy_000004.png,0,daisy
3,C:\Users\91800\Desktop\project1\flowers\daisy\daisy_000005.png,0,daisy
4,C:\Users\91800\Desktop\project1\flowers\daisy\daisy_000006.png,0,daisy
5,C:\Users\91800\Desktop\project1\flowers\daisy\daisy_000007.png,0,daisy
6,C:\Users\91800\Desktop\project1\flowers\daisy\daisy_000008.png,0,daisy
7,C:\Users\91800\Desktop\project1\flowers\daisy\daisy_000009.png,0,daisy
8,C:\Users\91800\Desktop\project1\flowers\daisy\daisy_000010.png,0,daisy
9,C:\Users\91800\Desktop\project1\flowers\daisy\daisy_000011.png,0,daisy
10,C:\Users\91800\Desktop\project1\flowers\daisy\daisy_000012.png,0,daisy
11,C:\Users\91800\Desktop\project1\flowers\daisy\daisy_000013.png,0,daisy
12,C:\Users\91800\Desktop\project1\flowers\daisy\daisy_000014.png,0,daisy
13,C:\Users\91800\Desktop\project1\flowers\daisy\daisy_000015.png,0,daisy
14,C:\Users\91800\Desktop\project1\flowers\daisy\daisy_000016.png,0,daisy
15,C:\Users\91800\Desktop\project1\flowers\daisy\daisy_000017.png,0,daisy
16,C:\Users\91800\Desktop\project1\flowers\daisy\daisy_000018.png,0,daisy
17,C:\Users\91800\Desktop\project1\flowers\daisy\daisy_000019.png,0,daisy
18,C:\Users\91800\Desktop\project1\flowers\daisy\daisy_000021.png,0,daisy
19,C:\Users\91800\Desktop\project1\flowers\daisy\daisy_000022.png,0,daisy
20,C:\Users\91800\Desktop\project1\flowers\daisy\daisy_000023.png,0,daisy
21,C:\Users\91800\Desktop\project1\flowers\daisy\daisy_000024.png,0,daisy
22,C:\Users\91800\Desktop\project1\flowers\daisy\daisy_000025.png,0,daisy
23,C:\Users\91800\Desktop\project1\flowers\daisy\daisy_000026.png,0,daisy
24,C:\Users\91800\Desktop\project1\flowers\daisy\daisy_000027.png,0,daisy
25,C:\Users\91800\Desktop\project1\flowers\daisy\daisy_000028.png,0,daisy
26,C:\Users\91800\Desktop\project1\flowers\daisy\daisy_000029.png,0,daisy
27,C:\Users\91800\Desktop\project1\flowers\daisy\daisy_000030.png,0,daisy
28,C:\Users\91800\Desktop\project1\flowers\daisy\daisy_000031.png,0,daisy
29,C:\Users\91800\Desktop\project1\flowers\daisy\daisy_000032.png,0,daisy
30,C:\Users\91800\Desktop\project1\flowers\daisy\daisy_000033.png,0,daisy
31,C:\Users\91800\Desktop\project1\flowers\daisy\daisy_000034.png,0,daisy
32,C:\Users\91800\Desktop\project1\flowers\daisy\daisy_000035.png,0,daisy
33,C:\Users\91800\Desktop\project1\flowers\daisy\daisy_000036.png,0,daisy
34,C:\Users\91800\Desktop\project1\flowers\daisy\daisy_000037.png,0,daisy
35,C:\Users\91800\Desktop\project1\flowers\daisy\daisy_000038.png,0,daisy
36,C:\Users\91800\Desktop\project1\flowers\daisy\daisy_000039.png,0,daisy
37,C:\Users\91800\Desktop\project1\flowers\daisy\daisy_000040.png,0,daisy
38,C:\Users\91800\Desktop\project1\flowers\daisy\daisy_000041.png,0,daisy
39,C:\Users\91800\Desktop\project1\flowers\daisy\daisy_000042.png,0,daisy
40,C:\Users\91800\Desktop\project1\flowers\daisy\daisy_000043.png,0,daisy
41,C:\Users\91800\Desktop\project1\flowers\daisy\daisy_000044.png,0,daisy
42,C:\Users\91800\Desktop\project1\flowers\daisy\daisy_000045.png,0,daisy
43,C:\Users\91800\Desktop\project1\flowers\daisy\daisy_000046.png,0,daisy
44,C:\Users\91800\Desktop\project1\flowers\daisy\daisy_000047.png,0,daisy
45,C:\Users\91800\Desktop\project1\flowers\daisy\daisy_000048.png,0,daisy
46,C:\Users\91800\Desktop\project1\flowers\daisy\daisy_000049.png,0,daisy
47,C:\Users\91800\Desktop\project1\flowers\daisy\daisy_000050.png,0,daisy
48,C:\Users\91800\Desktop\project1\flowers\daisy\daisy_000051.png,0,daisy
49,C:\Users\91800\Desktop\project1\flowers\daisy\daisy_000052.png,0,daisy
50,C:\Users\91800\Desktop\project1\flowers\daisy\daisy_000053.png,0,daisy
51,C:\Users\91800\Desktop\project1\flowers\daisy\daisy_000054.png,0,daisy
52,C:\Users\91800\Desktop\project1\flowers\daisy\daisy_000055.png,0,daisy
53,C:\Users\91800\Desktop\project1\flowers\daisy\daisy_000056.png,0,daisy
54,C:\Users\91800\Desktop\project1\flowers\daisy\daisy_000057.png,0,daisy
55,C:\Users\91800\Desktop\project1\flowers\daisy\daisy_000058.png,0,daisy
56,C:\Users\91800\Desktop\project1\flowers\daisy\daisy_000059.png,0,daisy
57,C:\Users\91800\Desktop\project1\flowers\daisy\daisy_000060.png,0,daisy
58,C:\Users\91800\Desktop\project1\flowers\daisy\daisy_000061.png,0,daisy
59,C:\Users\91800\Desktop\project1\flowers\daisy\daisy_000062.png,0,daisy
60,C:\Users\91800\Desktop\project1\flowers\daisy\daisy_000063.png,0,daisy
61,C:\Users\91800\Desktop\project1\flowers\daisy\daisy_000064.png,0,daisy
62,C:\Users\91800\Desktop\project1\flowers\daisy\daisy_000065.png,0,daisy
63,C:\Users\91800\Desktop\project1\flowers\daisy\daisy_000066.png,0,daisy
64,C:\Users\91800\Desktop\project1\flowers\daisy\daisy_000067.png,0,daisy
65,C:\Users\91800\Desktop\project1\flowers\daisy\daisy_000068.png,0,daisy
66,C:\Users\91800\Desktop\project1\flowers\daisy\daisy_000069.png,0,daisy
67,C:\Users\91800\Desktop\project1\flowers\daisy\daisy_000070.png,0,daisy
68,C:\Users\91800\Desktop\project1\flowers\daisy\daisy_000072.png,0,daisy
69,C:\Users\91800\Desktop\project1\flowers\daisy\daisy_000073.png,0,daisy
70,C:\Users\91800\Desktop\project1\flowers\daisy\daisy_000074.png,0,daisy
71,C:\Users\91800\Desktop\project1\flowers\daisy\daisy_000076.png,0,daisy
72,C:\Users\91800\Desktop\project1\flowers\daisy\daisy_000077.png,0,daisy
73,C:\Users\91800\Desktop\project1\flowers\daisy\daisy_000078.png,0,daisy
74,C:\Users\91800\Desktop\project1\flowers\daisy\daisy_000079.png,0,daisy
75,C:\Users\91800\Desktop\project1\flowers\daisy\daisy_000080.png,0,daisy
76,C:\Users\91800\Desktop\project1\flowers\daisy\daisy_000081.png,0,daisy
77,C:\Users\91800\Desktop\project1\flowers\daisy\daisy_000082.png,0,daisy
78,C:\Users\91800\Desktop\project1\flowers\daisy\daisy_000083.png,0,daisy
79,C:\Users\91800\Desktop\project1\flowers\daisy\daisy_000085.png,0,daisy
80,C:\Users\91800\Desktop\project1\flowers\daisy\daisy_000086.png,0,daisy
81,C:\Users\91800\Desktop\project1\flowers\daisy\daisy_000088.png,0,daisy
82,C:\Users\91800\Desktop\project1\flowers\daisy\daisy_000089.png,0,daisy
83,C:\Users\91800\Desktop\project1\flowers\daisy\daisy_000090.png,0,daisy
84,C:\Users\91800\Desktop\project1\flowers\daisy\daisy_000091.png,0,daisy
85,C:\Users\91800\Desktop\project1\flowers\daisy\daisy_000092.png,0,daisy
86,C:\Users\91800\Desktop\project1\flowers\daisy\daisy_000093.png,0,daisy
87,C:\Users\91800\Desktop\project1\flowers\daisy\daisy_000094.png,0,daisy
88,C:\Users\91800\Desktop\project1\flowers\daisy\daisy_000095.png,0,daisy
89,C:\Users\91800\Desktop\project1\flowers\daisy\daisy_000096.png,0,daisy
90,C:\Users\91800\Desktop\project1\flowers\daisy\daisy_000097.png,0,daisy
91,C:\Users\91800\Desktop\project1\flowers\daisy\daisy_000098.png,0,daisy
92,C:\Users\91800\Desktop\project1\flowers\daisy\daisy_000099.png,0,daisy
93,C:\Users\91800\Desktop\project1\flowers\daisy\daisy_000100.png,0,daisy
94,C:\Users\91800\Desktop\project1\flowers\daisy\daisy_000101.png,0,daisy
95,C:\Users\91800\Desktop\project1\flowers\daisy\daisy_000102.png,0,daisy
96,C:\Users\91800\Desktop\project1\flowers\daisy\daisy_000103.png,0,daisy
97,C:\Users\91800\Desktop\project1\flowers\daisy\daisy_000104.png,0,daisy
98,C:\Users\91800\Desktop\project1\flowers\daisy\daisy_000106.png,0,daisy
99,C:\Users\91800\Desktop\project1\flowers\daisy\daisy_000107.png,0,daisy
100,C:\Users\91800\Desktop\project1\flowers\daisy\daisy_000108.png,0,daisy
101,C:\Users\91800\Desktop\project1\flowers\daisy\daisy_000109.png,0,daisy
102,C:\Users\91800\Desktop\project1\flowers\daisy\daisy_000110.png,0,daisy
103,C:\Users\91800\Desktop\project1\flowers\daisy\daisy_000111.png,0,daisy
104,C:\Users\91800\Desktop\project1\flowers\daisy\daisy_000112.png,0,daisy
105,C:\Users\91800\Desktop\project1\flowers\daisy\daisy_000113.png,0,daisy
106,C:\Users\91800\Desktop\project1\flowers\daisy\daisy_000114.png,0,daisy
107,C:\Users\91800\Desktop\project1\flowers\daisy\daisy_000115.png,0,daisy
108,C:\Users\91800\Desktop\project1\flowers\daisy\daisy_000117.png,0,daisy
109,C:\Users\91800\Desktop\project1\flowers\daisy\daisy_000118.png,0,daisy
110,C:\Users\91800\Desktop\project1\flowers\daisy\daisy_000119.png,0,daisy
111,C:\Users\91800\Desktop\project1\flowers\daisy\daisy_000120.png,0,daisy
112,C:\Users\91800\Desktop\project1\flowers\daisy\daisy_000121.png,0,daisy
113,C:\Users\91800\Desktop\project1\flowers\daisy\daisy_000122.png,0,daisy
114,C:\Users\91800\Desktop\project1\flowers\daisy\daisy_000123.png,0,daisy
115,C:\Users\91800\Desktop\project1\flowers\daisy\daisy_000124.png,0,daisy
116,C:\Users\91800\Desktop\project1\flowers\daisy\daisy_000125.png,0,daisy
117,C:\Users\91800\Desktop\project1\flowers\daisy\daisy_000126.png,0,daisy
118,C:\Users\91800\Desktop\project1\flowers\daisy\daisy_000127.png,0,daisy
119,C:\Users\91800\Desktop\project1\flowers\daisy\daisy_000129.png,0,daisy
120,C:\Users\91800\Desktop\project1\flowers\daisy\daisy_000130.png,0,daisy
121,C:\Users\91800\Desktop\project1\flowers\daisy\daisy_000131.png,0,daisy
122,C:\Users\91800\Desktop\project1\flowers\daisy\daisy_000132.png,0,daisy
123,C:\Users\91800\Desktop\project1\flowers\daisy\daisy_000133.png,0,daisy
124,C:\Users\91800\Desktop\project1\flowers\daisy\daisy_000134.png,0,daisy
125,C:\Users\91800\Desktop\project1\flowers\daisy\daisy_000135.png,0,daisy
126,C:\Users\91800\Desktop\project1\flowers\daisy\daisy_000136.png,0,daisy
127,C:\Users\91800\Desktop\project1\flowers\daisy\daisy_000137.png,0,daisy
128,C:\Users\91800\Desktop\project1\flowers\daisy\daisy_000138.png,0,daisy
129,C:\Users\91800\Desktop\project1\flowers\daisy\daisy_000139.png,0,daisy
130,C:\Users\91800\Desktop\project1\flowers\daisy\daisy_000140.png,0,daisy
131,C:\Users\91800\Desktop\project1\flowers\daisy\daisy_000141.png,0,daisy
132,C:\Users\91800\Desktop\project1\flowers\daisy\daisy_000142.png,0,daisy
133,C:\Users\91800\Desktop\project1\flowers\daisy\daisy_000143.png,0,daisy
134,C:\Users\91800\Desktop\project1\flowers\daisy\daisy_000144.png,0,daisy
135,C:\Users\91800\Desktop\project1\flowers\daisy\daisy_000145.png,0,daisy
136,C:\Users\91800\Desktop\project1\flowers\daisy\daisy_000146.png,0,daisy
137,C:\Users\91800\Desktop\project1\flowers\daisy\daisy_000148.png,0,daisy
138,C:\Users\91800\Desktop\project1\flowers\daisy\daisy_000149.png,0,daisy
139,C:\Users\91800\Desktop\project1\flowers\daisy\daisy_000150.png,0,daisy
140,C:\Users\91800\Desktop\project1\flowers\daisy\daisy_000151.png,0,daisy
141,C:\Users\91800\Desktop\project1\flowers\daisy\daisy_000152.png,0,daisy
142,C:\Users\91800\Desktop\project1\flowers\daisy\daisy_000153.png,0,daisy
143,C:\Users\91800\Desktop\project1\flowers\daisy\daisy_000154.png,0,daisy
144,C:\Users\91800\Desktop\project1\flowers\daisy\daisy_000155.png,0,daisy
145,C:\Users\91800\Desktop\project1\flowers\daisy\daisy_000156.png,0,daisy
146,C:\Users\91800\Desktop\project1\flowers\daisy\daisy_000157.png,0,daisy
147,C:\Users\91800\Desktop\project1\flowers\daisy\daisy_000158.png,0,daisy
148,C:\Users\91800\Desktop\project1\flowers\daisy\daisy_000159.png,0,daisy
149,C:\Users\91800\Desktop\project1\flowers\daisy\daisy_000160.png,0,daisy
150,C:\Users\91800\Desktop\project1\flowers\daisy\daisy_000161.png,0,daisy
151,C:\Users\91800\Desktop\project1\flowers\daisy\daisy_000162.png,0,daisy
152,C:\Users\91800\Desktop\project1\flowers\daisy\daisy_000163.png,0,daisy
153,C:\Users\91800\Desktop\project1\flowers\daisy\daisy_000164.png,0,daisy
154,C:\Users\91800\Desktop\project1\flowers\daisy\daisy_000165.png,0,daisy
155,C:\Users\91800\Desktop\project1\flowers\daisy\daisy_000166.png,0,daisy
156,C:\Users\91800\Desktop\project1\flowers\daisy\daisy_000167.png,0,daisy
157,C:\Users\91800\Desktop\project1\flowers\daisy\daisy_000168.png,0,daisy
158,C:\Users\91800\Desktop\project1\flowers\daisy\daisy_000169.png,0,daisy
159,C:\Users\91800\Desktop\project1\flowers\daisy\daisy_000170.png,0,daisy
160,C:\Users\91800\Desktop\project1\flowers\daisy\daisy_000171.png,0,daisy
161,C:\Users\91800\Desktop\project1\flowers\daisy\daisy_000172.png,0,daisy
162,C:\Users\91800\Desktop\project1\flowers\daisy\daisy_000173.png,0,daisy
163,C:\Users\91800\Desktop\project1\flowers\daisy\daisy_000174.png,0,daisy
164,C:\Users\91800\Desktop\project1\flowers\daisy\daisy_000175.png,0,daisy
165,C:\Users\91800\Desktop\project1\flowers\daisy\daisy_000176.png,0,daisy
166,C:\Users\91800\Desktop\project1\flowers\daisy\daisy_000177.png,0,daisy
167,C:\Users\91800\Desktop\project1\flowers\daisy\daisy_000179.png,0,daisy
168,C:\Users\91800\Desktop\project1\flowers\daisy\daisy_000180.png,0,daisy
169,C:\Users\91800\Desktop\project1\flowers\daisy\daisy_000181.png,0,daisy
170,C:\Users\91800\Desktop\project1\flowers\daisy\daisy_000182.png,0,daisy
171,C:\Users\91800\Desktop\project1\flowers\daisy\daisy_000183.png,0,daisy
172,C:\Users\91800\Desktop\project1\flowers\daisy\daisy_000184.png,0,daisy
